# Nx1 = 128
# x1-size = 1
# Nx2 = 128
# x2-size = 1
# PRIMITIVE vars at Time = 0, level= 0, domain= 0
# [1]=i-zone [2]=j-zone [3]=x1 [4]=x2 [5]=d [6]=V1 [7]=V2 [8]=V3 [9]=P
   4   4 3.90625000e-03 3.90625000e-03 2.00000000e+00 -3.00000000e-01 4.76231526e-02 0.00000000e+00 1.00000000e+00
   5   4 1.17187500e-02 3.90625000e-03 2.00000000e+00 -3.00000000e-01 4.76231246e-02 0.00000000e+00 1.00000000e+00
   6   4 1.95312500e-02 3.90625000e-03 2.00000000e+00 -3.00000000e-01 4.76230685e-02 0.00000000e+00 1.00000000e+00
   7   4 2.73437500e-02 3.90625000e-03 2.00000000e+00 -3.00000000e-01 4.76229845e-02 0.00000000e+00 1.00000000e+00
   8   4 3.51562500e-02 3.90625000e-03 2.00000000e+00 -3.00000000e-01 4.76228724e-02 0.00000000e+00 1.00000000e+00
   9   4 4.29687500e-02 3.90625000e-03 2.00000000e+00 -3.00000000e-01 4.76227324e-02 0.00000000e+00 1.00000000e+00
  10   4 5.07812500e-02 3.90625000e-03 2.00000000e+00 -3.00000000e-01 4.76225643e-02 0.00000000e+00 1.00000000e+00
  11   4 5.85937500e-02 3.90625000e-03 2.00000000e+00 -3.00000000e-01 4.76223682e-02 0.00000000e+00 1.00000000e+00
  12   4 6.64062500e-02 3.90625000e-03 2.00000000e+00 -3.00000000e-01 4.76221440e-02 0.00000000e+00 1.00000000e+00
  13   4 7.42187500e-02 3.90625000e-03 2.00000000e+00 -3.00000000e-01 4.76218919e-02 0.00000000e+00 1.00000000e+00
  14   4 8.20312500e-02 3.90625000e-03 2.00000000e+00 -3.00000000e-01 4.76216117e-02 0.00000000e+00 1.00000000e+00
  15   4 8.98437500e-02 3.90625000e-03 2.00000000e+00 -3.00000000e-01 4.76213036e-02 0.00000000e+00 1.00000000e+00
  16   4 9.76562500e-02 3.90625000e-03 2.00000000e+00 -3.00000000e-01 4.76209674e-02 0.00000000e+00 1.00000000e+00
  17   4 1.05468750e-01 3.90625000e-03 2.00000000e+00 -3.00000000e-01 4.76206032e-02 0.00000000e+00 1.00000000e+00
  18   4 1.13281250e-01 3.90625000e-03 2.00000000e+00 -3.00000000e-01 4.76202110e-02 0.00000000e+00 1.00000000e+00
  19   4 1.21093750e-01 3.90625000e-03 2.00000000e+00 -3.00000000e-01 4.76197908e-02 0.00000000e+00 1.00000000e+00
  20   4 1.28906250e-01 3.90625000e-03 2.00000000e+00 -3.00000000e-01 4.76193425e-02 0.00000000e+00 1.00000000e+00
  21   4 1.36718750e-01 3.90625000e-03 2.00000000e+00 -3.00000000e-01 4.76188663e-02 0.00000000e+00 1.00000000e+00
  22   4 1.44531250e-01 3.90625000e-03 2.00000000e+00 -3.00000000e-01 4.76183620e-02 0.00000000e+00 1.00000000e+00
  23   4 1.52343750e-01 3.90625000e-03 2.00000000e+00 -3.00000000e-01 4.76178297e-02 0.00000000e+00 1.00000000e+00
  24   4 1.60156250e-01 3.90625000e-03 2.00000000e+00 -3.00000000e-01 4.76172695e-02 0.00000000e+00 1.00000000e+00
  25   4 1.67968750e-01 3.90625000e-03 2.00000000e+00 -3.00000000e-01 4.76166812e-02 0.00000000e+00 1.00000000e+00
  26   4 1.75781250e-01 3.90625000e-03 2.00000000e+00 -3.00000000e-01 4.76160648e-02 0.00000000e+00 1.00000000e+00
  27   4 1.83593750e-01 3.90625000e-03 2.00000000e+00 -3.00000000e-01 4.76154205e-02 0.00000000e+00 1.00000000e+00
  28   4 1.91406250e-01 3.90625000e-03 2.00000000e+00 -3.00000000e-01 4.76147482e-02 0.00000000e+00 1.00000000e+00
  29   4 1.99218750e-01 3.90625000e-03 2.00000000e+00 -3.00000000e-01 4.76140478e-02 0.00000000e+00 1.00000000e+00
  30   4 2.07031250e-01 3.90625000e-03 2.00000000e+00 -3.00000000e-01 4.76133195e-02 0.00000000e+00 1.00000000e+00
  31   4 2.14843750e-01 3.90625000e-03 2.00000000e+00 -3.00000000e-01 4.76125631e-02 0.00000000e+00 1.00000000e+00
  32   4 2.22656250e-01 3.90625000e-03 2.00000000e+00 -3.00000000e-01 4.76117788e-02 0.00000000e+00 1.00000000e+00
  33   4 2.30468750e-01 3.90625000e-03 2.00000000e+00 -3.00000000e-01 4.76109664e-02 0.00000000e+00 1.00000000e+00
  34   4 2.38281250e-01 3.90625000e-03 2.00000000e+00 -3.00000000e-01 4.76101260e-02 0.00000000e+00 1.00000000e+00
  35   4 2.46093750e-01 3.90625000e-03 2.00000000e+00 -3.00000000e-01 4.76092576e-02 0.00000000e+00 1.00000000e+00
