# Nx1 = 128
# x1-size = 1
# Nx2 = 128
# x2-size = 1
# PRIMITIVE vars at Time = 1.00094, level= 0, domain= 0
# [1]=i-zone [2]=j-zone [3]=x1 [4]=x2 [5]=d [6]=V1 [7]=V2 [8]=V3 [9]=P
   4   4 3.90625000e-03 3.90625000e-03 2.06908238e+00 -2.99998755e-01 -6.23299762e-05 0.00000000e+00 1.05914503e+00
   5   4 1.17187500e-02 3.90625000e-03 2.06908474e+00 -2.99999860e-01 -6.23944887e-05 0.00000000e+00 1.05914700e+00
   6   4 1.95312500e-02 3.90625000e-03 2.06908649e+00 -3.00000954e-01 -6.24991478e-05 0.00000000e+00 1.05914845e+00
   7   4 2.73437500e-02 3.90625000e-03 2.06908773e+00 -3.00002027e-01 -6.26090463e-05 0.00000000e+00 1.05914947e+00
   8   4 3.51562500e-02 3.90625000e-03 2.06908844e+00 -3.00003171e-01 -6.27249537e-05 0.00000000e+00 1.05915004e+00
   9   4 4.29687500e-02 3.90625000e-03 2.06908876e+00 -3.00004385e-01 -6.28134732e-05 0.00000000e+00 1.05915027e+00
  10   4 5.07812500e-02 3.90625000e-03 2.06908881e+00 -3.00005669e-01 -6.28700422e-05 0.00000000e+00 1.05915027e+00
  11   4 5.85937500e-02 3.90625000e-03 2.06908855e+00 -3.00007007e-01 -6.28874466e-05 0.00000000e+00 1.05915000e+00
  12   4 6.64062500e-02 3.90625000e-03 2.06908801e+00 -3.00008398e-01 -6.28673951e-05 0.00000000e+00 1.05914949e+00
  13   4 7.42187500e-02 3.90625000e-03 2.06908716e+00 -3.00009833e-01 -6.28102329e-05 0.00000000e+00 1.05914873e+00
  14   4 8.20312500e-02 3.90625000e-03 2.06908609e+00 -3.00011300e-01 -6.27283869e-05 0.00000000e+00 1.05914777e+00
  15   4 8.98437500e-02 3.90625000e-03 2.06908478e+00 -3.00012794e-01 -6.26341987e-05 0.00000000e+00 1.05914660e+00
  16   4 9.76562500e-02 3.90625000e-03 2.06908335e+00 -3.00014288e-01 -6.25247014e-05 0.00000000e+00 1.05914534e+00
  17   4 1.05468750e-01 3.90625000e-03 2.06908200e+00 -3.00015781e-01 -6.23935141e-05 0.00000000e+00 1.05914415e+00
  18   4 1.13281250e-01 3.90625000e-03 2.06908087e+00 -3.00017295e-01 -6.22380944e-05 0.00000000e+00 1.05914314e+00
  19   4 1.21093750e-01 3.90625000e-03 2.06908006e+00 -3.00018801e-01 -6.20609973e-05 0.00000000e+00 1.05914240e+00
  20   4 1.28906250e-01 3.90625000e-03 2.06907963e+00 -3.00020235e-01 -6.18720031e-05 0.00000000e+00 1.05914200e+00
  21   4 1.36718750e-01 3.90625000e-03 2.06907956e+00 -3.00021571e-01 -6.16639035e-05 0.00000000e+00 1.05914190e+00
  22   4 1.44531250e-01 3.90625000e-03 2.06907984e+00 -3.00022765e-01 -6.14413525e-05 0.00000000e+00 1.05914208e+00
  23   4 1.52343750e-01 3.90625000e-03 2.06908046e+00 -3.00023837e-01 -6.12176367e-05 0.00000000e+00 1.05914255e+00
  24   4 1.60156250e-01 3.90625000e-03 2.06908151e+00 -3.00024804e-01 -6.09906551e-05 0.00000000e+00 1.05914339e+00
  25   4 1.67968750e-01 3.90625000e-03 2.06908300e+00 -3.00025697e-01 -6.07547069e-05 0.00000000e+00 1.05914461e+00
  26   4 1.75781250e-01 3.90625000e-03 2.06908476e+00 -3.00026543e-01 -6.05097320e-05 0.00000000e+00 1.05914606e+00
  27   4 1.83593750e-01 3.90625000e-03 2.06908664e+00 -3.00027313e-01 -6.02590304e-05 0.00000000e+00 1.05914761e+00
  28   4 1.91406250e-01 3.90625000e-03 2.06908858e+00 -3.00027982e-01 -6.00008664e-05 0.00000000e+00 1.05914921e+00
  29   4 1.99218750e-01 3.90625000e-03 2.06909066e+00 -3.00028552e-01 -5.97464650e-05 0.00000000e+00 1.05915093e+00
  30   4 2.07031250e-01 3.90625000e-03 2.06909301e+00 -3.00029035e-01 -5.95098076e-05 0.00000000e+00 1.05915288e+00
  31   4 2.14843750e-01 3.90625000e-03 2.06909569e+00 -3.00029461e-01 -5.92859845e-05 0.00000000e+00 1.05915511e+00
  32   4 2.22656250e-01 3.90625000e-03 2.06909870e+00 -3.00029864e-01 -5.90670866e-05 0.00000000e+00 1.05915762e+00
  33   4 2.30468750e-01 3.90625000e-03 2.06910196e+00 -3.00030263e-01 -5.88542442e-05 0.00000000e+00 1.05916034e+00
  34   4 2.38281250e-01 3.90625000e-03 2.06910540e+00 -3.00030648e-01 -5.86499264e-05 0.00000000e+00 1.05916322e+00
  35   4 2.46093750e-01 3.90625000e-03 2.06910908e+00 -3.00030995e-01 -5.84676896e-05 0.00000000e+00 1.05916631e+00
  36   4 2.53906250e-01 3.90625000e-03 2.06911314e+00 -3.00031282e-01 -5.83288618e-05 0.00000000e+00 1.05916973e+00
  37   4 2.61718750e-01 3.90625000e-03 2.06911757e+00 -3.00031529e-01 -5.82301695e-05 0.00000000e+00 1.05917344e+00
  38   4 2.69531250e-01 3.90625000e-03 2.06912230e+00 -3.00031723e-01 -5.81480892e-05 0.00000000e+00 1.05917742e+00
  39   4 2.77343750e-01 3.90625000e-03 2.06912726e+00 -3.00031809e-01 -5.80553261e-05 0.00000000e+00 1.05918158e+00
  40   4 2.85156250e-01 3.90625000e-03 2.06913227e+00 -3.00031813e-01 -5.79299595e-05 0.00000000e+00 1.05918580e+00
  41   4 2.92968750e-01 3.90625000e-03 2.06913719e+00 -3.00031779e-01 -5.77883811e-05 0.00000000e+00 1.05918995e+00
  42   4 3.00781250e-01 3.90625000e-03 2.06914198e+00 -3.00031729e-01 -5.76473171e-05 0.00000000e+00 1.05919399e+00
  43   4 3.08593750e-01 3.90625000e-03 2.06914677e+00 -3.00031635e-01 -5.75414203e-05 0.00000000e+00 1.05919800e+00
  44   4 3.16406250e-01 3.90625000e-03 2.06915174e+00 -3.00031542e-01 -5.74653306e-05 0.00000000e+00 1.05920217e+00
  45   4 3.24218750e-01 3.90625000e-03 2.06915712e+00 -3.00031452e-01 -5.74541377e-05 0.00000000e+00 1.05920668e+00
  46   4 3.32031250e-01 3.90625000e-03 2.06916288e+00 -3.00031294e-01 -5.74938567e-05 0.00000000e+00 1.05921150e+00
  47   4 3.39843750e-01 3.90625000e-03 2.06916894e+00 -3.00031010e-01 -5.76010946e-05 0.00000000e+00 1.05921658e+00
  48   4 3.47656250e-01 3.90625000e-03 2.06917513e+00 -3.00030590e-01 -5.77103042e-05 0.00000000e+00 1.05922176e+00
  49   4 3.55468750e-01 3.90625000e-03 2.06918145e+00 -3.00030010e-01 -5.78742231e-05 0.00000000e+00 1.05922706e+00
  50   4 3.63281250e-01 3.90625000e-03 2.06918772e+00 -3.00029240e-01 -5.81348131e-05 0.00000000e+00 1.05923234e+00
  51   4 3.71093750e-01 3.90625000e-03 2.06919388e+00 -3.00028334e-01 -5.84880532e-05 0.00000000e+00 1.05923753e+00
  52   4 3.78906250e-01 3.90625000e-03 2.06919971e+00 -3.00027417e-01 -5.88601407e-05 0.00000000e+00 1.05924242e+00
  53   4 3.86718750e-01 3.90625000e-03 2.06920502e+00 -3.00026446e-01 -5.92029231e-05 0.00000000e+00 1.05924683e+00
  54   4 3.94531250e-01 3.90625000e-03 2.06920979e+00 -3.00025383e-01 -5.94671239e-05 0.00000000e+00 1.05925079e+00
  55   4 4.02343750e-01 3.90625000e-03 2.06921457e+00 -3.00024111e-01 -5.96345483e-05 0.00000000e+00 1.05925476e+00
  56   4 4.10156250e-01 3.90625000e-03 2.06921971e+00 -3.00022435e-01 -5.98769794e-05 0.00000000e+00 1.05925904e+00
  57   4 4.17968750e-01 3.90625000e-03 2.06922412e+00 -3.00020759e-01 -6.01711110e-05 0.00000000e+00 1.05926269e+00
  58   4 4.25781250e-01 3.90625000e-03 2.06922649e+00 -3.00019251e-01 -6.06839548e-05 0.00000000e+00 1.05926462e+00
  59   4 4.33593750e-01 3.90625000e-03 2.06922674e+00 -3.00018338e-01 -6.13343056e-05 0.00000000e+00 1.05926472e+00
  60   4 4.41406250e-01 3.90625000e-03 2.06922309e+00 -3.00018144e-01 -6.21123063e-05 0.00000000e+00 1.05926151e+00
  61   4 4.49218750e-01 3.90625000e-03 2.06921504e+00 -3.00019204e-01 -6.28967367e-05 0.00000000e+00 1.05925454e+00
  62   4 4.57031250e-01 3.90625000e-03 2.06920377e+00 -3.00020897e-01 -6.35667159e-05 0.00000000e+00 1.05924480e+00
  63   4 4.64843750e-01 3.90625000e-03 2.06919042e+00 -3.00022855e-01 -6.41053623e-05 0.00000000e+00 1.05923331e+00
  64   4 4.72656250e-01 3.90625000e-03 2.06917612e+00 -3.00024787e-01 -6.45340940e-05 0.00000000e+00 1.05922100e+00
  65   4 4.80468750e-01 3.90625000e-03 2.06916173e+00 -3.00026455e-01 -6.49067793e-05 0.00000000e+00 1.05920860e+00
  66   4 4.88281250e-01 3.90625000e-03 2.06914784e+00 -3.00027630e-01 -6.52707796e-05 0.00000000e+00 1.05919661e+00
  67   4 4.96093750e-01 3.90625000e-03 2.06913469e+00 -3.00028246e-01 -6.56733940e-05 0.00000000e+00 1.05918527e+00
  68   4 5.03906250e-01 3.90625000e-03 2.06912268e+00 -3.00028318e-01 -6.60949485e-05 0.00000000e+00 1.05917491e+00
  69   4 5.11718750e-01 3.90625000e-03 2.06911068e+00 -3.00028192e-01 -6.65483136e-05 0.00000000e+00 1.05916453e+00
  70   4 5.19531250e-01 3.90625000e-03 2.06909799e+00 -3.00028152e-01 -6.70135632e-05 0.00000000e+00 1.05915356e+00
  71   4 5.27343750e-01 3.90625000e-03 2.06908507e+00 -3.00028000e-01 -6.75239006e-05 0.00000000e+00 1.05914242e+00
  72   4 5.35156250e-01 3.90625000e-03 2.06907278e+00 -3.00027599e-01 -6.80314120e-05 0.00000000e+00 1.05913178e+00
  73   4 5.42968750e-01 3.90625000e-03 2.06906146e+00 -3.00027002e-01 -6.85620588e-05 0.00000000e+00 1.05912199e+00
  74   4 5.50781250e-01 3.90625000e-03 2.06905090e+00 -3.00025806e-01 -6.90945172e-05 0.00000000e+00 1.05911282e+00
  75   4 5.58593750e-01 3.90625000e-03 2.06904164e+00 -3.00024125e-01 -6.96425001e-05 0.00000000e+00 1.05910474e+00
  76   4 5.66406250e-01 3.90625000e-03 2.06903234e+00 -3.00023036e-01 -7.02244104e-05 0.00000000e+00 1.05909670e+00
  77   4 5.74218750e-01 3.90625000e-03 2.06902025e+00 -3.00023058e-01 -7.08455115e-05 0.00000000e+00 1.05908619e+00
  78   4 5.82031250e-01 3.90625000e-03 2.06900787e+00 -3.00023756e-01 -7.14940307e-05 0.00000000e+00 1.05907546e+00
  79   4 5.89843750e-01 3.90625000e-03 2.06899474e+00 -3.00024626e-01 -7.21159984e-05 0.00000000e+00 1.05906411e+00
  80   4 5.97656250e-01 3.90625000e-03 2.06898513e+00 -3.00024123e-01 -7.26764317e-05 0.00000000e+00 1.05905571e+00
  81   4 6.05468750e-01 3.90625000e-03 2.06898102e+00 -3.00021180e-01 -7.32100834e-05 0.00000000e+00 1.05905198e+00
  82   4 6.13281250e-01 3.90625000e-03 2.06897943e+00 -3.00016791e-01 -7.37005691e-05 0.00000000e+00 1.05905051e+00
  83   4 6.21093750e-01 3.90625000e-03 2.06898061e+00 -3.00010950e-01 -7.40614963e-05 0.00000000e+00 1.05905127e+00
  84   4 6.28906250e-01 3.90625000e-03 2.06898390e+00 -3.00003836e-01 -7.43057370e-05 0.00000000e+00 1.05905386e+00
  85   4 6.36718750e-01 3.90625000e-03 2.06898818e+00 -2.99995044e-01 -7.45639480e-05 0.00000000e+00 1.05905729e+00
