# Nx1 = 128
# x1-size = 1
# Nx2 = 128
# x2-size = 1
# PRIMITIVE vars at Time = 5.00074, level= 0, domain= 0
# [1]=i-zone [2]=j-zone [3]=x1 [4]=x2 [5]=d [6]=V1 [7]=V2 [8]=V3 [9]=P
  56   4 4.10156250e-01 3.90625000e-03 2.10614438e+00 -3.08199898e-01 -4.41802702e-04 0.00000000e+00 1.09094717e+00
  57   4 4.17968750e-01 3.90625000e-03 2.10658904e+00 -3.08429707e-01 -5.43116698e-04 0.00000000e+00 1.09132826e+00
  58   4 4.25781250e-01 3.90625000e-03 2.10609460e+00 -3.08712113e-01 -6.11760582e-04 0.00000000e+00 1.09090080e+00
  59   4 4.33593750e-01 3.90625000e-03 2.10471520e+00 -3.09088262e-01 -6.36841651e-04 0.00000000e+00 1.08971470e+00
  60   4 4.41406250e-01 3.90625000e-03 2.10262521e+00 -3.09321879e-01 -6.17266767e-04 0.00000000e+00 1.08791892e+00
  61   4 4.49218750e-01 3.90625000e-03 2.10096785e+00 -3.09277070e-01 -5.85874060e-04 0.00000000e+00 1.08650179e+00
  62   4 4.57031250e-01 3.90625000e-03 2.09925364e+00 -3.09010501e-01 -5.74844609e-04 0.00000000e+00 1.08502724e+00
  63   4 4.64843750e-01 3.90625000e-03 2.09805096e+00 -3.08627097e-01 -5.65036167e-04 0.00000000e+00 1.08399191e+00
  64   4 4.72656250e-01 3.90625000e-03 2.09734697e+00 -3.08198908e-01 -5.63002082e-04 0.00000000e+00 1.08338287e+00
  65   4 4.80468750e-01 3.90625000e-03 2.09727836e+00 -3.07676466e-01 -5.69214266e-04 0.00000000e+00 1.08332124e+00
  66   4 4.88281250e-01 3.90625000e-03 2.09773970e+00 -3.07190270e-01 -5.71538246e-04 0.00000000e+00 1.08371278e+00
  67   4 4.96093750e-01 3.90625000e-03 2.09860587e+00 -3.06655457e-01 -5.58238652e-04 0.00000000e+00 1.08445908e+00
  68   4 5.03906250e-01 3.90625000e-03 2.09976631e+00 -3.06046174e-01 -5.36617796e-04 0.00000000e+00 1.08546147e+00
  69   4 5.11718750e-01 3.90625000e-03 2.10109038e+00 -3.05326587e-01 -5.07983573e-04 0.00000000e+00 1.08660756e+00
  70   4 5.19531250e-01 3.90625000e-03 2.10245716e+00 -3.04508870e-01 -4.77872432e-04 0.00000000e+00 1.08779171e+00
  71   4 5.27343750e-01 3.90625000e-03 2.10377177e+00 -3.03630780e-01 -4.52913785e-04 0.00000000e+00 1.08893031e+00
  72   4 5.35156250e-01 3.90625000e-03 2.10497527e+00 -3.02708699e-01 -4.42423032e-04 0.00000000e+00 1.08997357e+00
  73   4 5.42968750e-01 3.90625000e-03 2.10601189e+00 -3.01739946e-01 -4.46904195e-04 0.00000000e+00 1.09087285e+00
  74   4 5.50781250e-01 3.90625000e-03 2.10687274e+00 -3.00709360e-01 -4.59218813e-04 0.00000000e+00 1.09161866e+00
  75   4 5.58593750e-01 3.90625000e-03 2.10754283e+00 -2.99644288e-01 -4.62817515e-04 0.00000000e+00 1.09220126e+00
  76   4 5.66406250e-01 3.90625000e-03 2.10806057e+00 -2.98579561e-01 -4.58532421e-04 0.00000000e+00 1.09265153e+00
  77   4 5.74218750e-01 3.90625000e-03 2.10842732e+00 -2.97524868e-01 -4.52911504e-04 0.00000000e+00 1.09296903e+00
  78   4 5.82031250e-01 3.90625000e-03 2.10868201e+00 -2.96443727e-01 -4.28794188e-04 0.00000000e+00 1.09318900e+00
  79   4 5.89843750e-01 3.90625000e-03 2.10879004e+00 -2.95391536e-01 -4.03253516e-04 0.00000000e+00 1.09327416e+00
  80   4 5.97656250e-01 3.90625000e-03 2.10890185e+00 -2.94330342e-01 -3.95500918e-04 0.00000000e+00 1.09336248e+00
  81   4 6.05468750e-01 3.90625000e-03 2.10896215e+00 -2.93291550e-01 -3.94427481e-04 0.00000000e+00 1.09341042e+00
  82   4 6.13281250e-01 3.90625000e-03 2.10899019e+00 -2.92306985e-01 -3.90914166e-04 0.00000000e+00 1.09342061e+00
  83   4 6.21093750e-01 3.90625000e-03 2.10896408e+00 -2.91393254e-01 -4.04905540e-04 0.00000000e+00 1.09339818e+00
  84   4 6.28906250e-01 3.90625000e-03 2.10884821e+00 -2.90541948e-01 -4.23712109e-04 0.00000000e+00 1.09329833e+00
  85   4 6.36718750e-01 3.90625000e-03 2.10861209e+00 -2.89782352e-01 -4.43341419e-04 0.00000000e+00 1.09311141e+00
  86   4 6.44531250e-01 3.90625000e-03 2.10830185e+00 -2.89092962e-01 -4.73413287e-04 0.00000000e+00 1.09286544e+00
  87   4 6.52343750e-01 3.90625000e-03 2.10796802e+00 -2.88454516e-01 -5.13839988e-04 0.00000000e+00 1.09259155e+00
  88   4 6.60156250e-01 3.90625000e-03 2.10754254e+00 -2.87882501e-01 -5.63080368e-04 0.00000000e+00 1.09224438e+00
  89   4 6.67968750e-01 3.90625000e-03 2.10688486e+00 -2.87424681e-01 -6.13841501e-04 0.00000000e+00 1.09169774e+00
  90   4 6.75781250e-01 3.90625000e-03 2.10608987e+00 -2.87073628e-01 -6.49701988e-04 0.00000000e+00 1.09102619e+00
  91   4 6.83593750e-01 3.90625000e-03 2.10528934e+00 -2.86848062e-01 -6.60296522e-04 0.00000000e+00 1.09034531e+00
  92   4 6.91406250e-01 3.90625000e-03 2.10472119e+00 -2.86680803e-01 -6.19110536e-04 0.00000000e+00 1.08985202e+00
  93   4 6.99218750e-01 3.90625000e-03 2.10467569e+00 -2.86422033e-01 -5.68202529e-04 0.00000000e+00 1.08980033e+00
  94   4 7.07031250e-01 3.90625000e-03 2.10532335e+00 -2.86171275e-01 -5.28148547e-04 0.00000000e+00 1.09033718e+00
  95   4 7.14843750e-01 3.90625000e-03 2.10666953e+00 -2.85900012e-01 -5.17933783e-04 0.00000000e+00 1.09148000e+00
  96   4 7.22656250e-01 3.90625000e-03 2.10866937e+00 -2.85751157e-01 -5.75718910e-04 0.00000000e+00 1.09319699e+00
  97   4 7.30468750e-01 3.90625000e-03 2.11083444e+00 -2.86001699e-01 -6.96370474e-04 0.00000000e+00 1.09506476e+00
  98   4 7.38281250e-01 3.90625000e-03 2.11373706e+00 -2.86776289e-01 -8.76256096e-04 0.00000000e+00 1.09757567e+00
  99   4 7.46093750e-01 3.90625000e-03 2.11692907e+00 -2.88138276e-01 -1.08356294e-03 0.00000000e+00 1.10034489e+00
 100   4 7.53906250e-01 3.90625000e-03 2.12050207e+00 -2.90183710e-01 -1.17040621e-03 0.00000000e+00 1.10345421e+00
 101   4 7.61718750e-01 3.90625000e-03 2.12424350e+00 -2.92663495e-01 -1.11330778e-03 0.00000000e+00 1.10672506e+00
 102   4 7.69531250e-01 3.90625000e-03 2.12634272e+00 -2.94524309e-01 -8.36383161e-04 0.00000000e+00 1.10855458e+00
 103   4 7.77343750e-01 3.90625000e-03 2.12561878e+00 -2.95252728e-01 -4.43562330e-04 0.00000000e+00 1.10792494e+00
 104   4 7.85156250e-01 3.90625000e-03 2.12363120e+00 -2.95180279e-01 -9.05401685e-06 0.00000000e+00 1.10618749e+00
 105   4 7.92968750e-01 3.90625000e-03 2.12052805e+00 -2.94491765e-01 2.83151988e-04 0.00000000e+00 1.10347120e+00
 106   4 8.00781250e-01 3.90625000e-03 2.11730951e+00 -2.93270747e-01 4.05902772e-04 0.00000000e+00 1.10066128e+00
 107   4 8.08593750e-01 3.90625000e-03 2.11469473e+00 -2.92019839e-01 3.83328274e-04 0.00000000e+00 1.09838990e+00
 108   4 8.16406250e-01 3.90625000e-03 2.11372372e+00 -2.91268576e-01 2.73116068e-04 0.00000000e+00 1.09754995e+00
 109   4 8.24218750e-01 3.90625000e-03 2.11413821e+00 -2.90932856e-01 1.58689962e-04 0.00000000e+00 1.09791136e+00
 110   4 8.32031250e-01 3.90625000e-03 2.11514111e+00 -2.90908915e-01 8.86280720e-05 0.00000000e+00 1.09878560e+00
 111   4 8.39843750e-01 3.90625000e-03 2.11623147e+00 -2.90986804e-01 9.62031293e-05 0.00000000e+00 1.09973796e+00
 112   4 8.47656250e-01 3.90625000e-03 2.11683550e+00 -2.90942884e-01 1.60194975e-04 0.00000000e+00 1.10026630e+00
 113   4 8.55468750e-01 3.90625000e-03 2.11671677e+00 -2.90792750e-01 2.69077554e-04 0.00000000e+00 1.10016517e+00
 114   4 8.63281250e-01 3.90625000e-03 2.11566086e+00 -2.90445368e-01 3.78556710e-04 0.00000000e+00 1.09925333e+00
 115   4 8.71093750e-01 3.90625000e-03 2.11360232e+00 -2.89889492e-01 4.71336721e-04 0.00000000e+00 1.09747523e+00
 116   4 8.78906250e-01 3.90625000e-03 2.11129624e+00 -2.89280736e-01 4.93447969e-04 0.00000000e+00 1.09548425e+00
 117   4 8.86718750e-01 3.90625000e-03 2.10932118e+00 -2.88755124e-01 4.68820942e-04 0.00000000e+00 1.09378338e+00
 118   4 8.94531250e-01 3.90625000e-03 2.10808944e+00 -2.88457633e-01 4.22685824e-04 0.00000000e+00 1.09272518e+00
 119   4 9.02343750e-01 3.90625000e-03 2.10767477e+00 -2.88468746e-01 4.06208436e-04 0.00000000e+00 1.09237247e+00
 120   4 9.10156250e-01 3.90625000e-03 2.10773306e+00 -2.88487650e-01 4.07172952e-04 0.00000000e+00 1.09242724e+00
 121   4 9.17968750e-01 3.90625000e-03 2.10804264e+00 -2.88539699e-01 3.80464361e-04 0.00000000e+00 1.09270621e+00
 122   4 9.25781250e-01 3.90625000e-03 2.10832907e+00 -2.88493690e-01 3.63652336e-04 0.00000000e+00 1.09297133e+00
 123   4 9.33593750e-01 3.90625000e-03 2.10859105e+00 -2.88438755e-01 3.69273836e-04 0.00000000e+00 1.09320534e+00
 124   4 9.41406250e-01 3.90625000e-03 2.10877399e+00 -2.88453157e-01 3.69000499e-04 0.00000000e+00 1.09336370e+00
 125   4 9.49218750e-01 3.90625000e-03 2.10893018e+00 -2.88551728e-01 3.56333294e-04 0.00000000e+00 1.09349606e+00
 126   4 9.57031250e-01 3.90625000e-03 2.10896131e+00 -2.88767743e-01 3.39108043e-04 0.00000000e+00 1.09351892e+00
 127   4 9.64843750e-01 3.90625000e-03 2.10899536e+00 -2.89057525e-01 3.29189459e-04 0.00000000e+00 1.09355010e+00
 128   4 9.72656250e-01 3.90625000e-03 2.10913906e+00 -2.89380733e-01 3.46884769e-04 0.00000000e+00 1.09368394e+00
 129   4 9.80468750e-01 3.90625000e-03 2.10960651e+00 -2.89625165e-01 3.75627426e-04 0.00000000e+00 1.09409092e+00
 130   4 9.88281250e-01 3.90625000e-03 2.11015332e+00 -2.89788169e-01 4.07863145e-04 0.00000000e+00 1.09455734e+00
 131   4 9.96093750e-01 3.90625000e-03 2.11058216e+00 -2.89900874e-01 3.88977617e-04 0.00000000e+00 1.09491666e+00
   4   5 3.90625000e-03 1.17187500e-02 2.11076622e+00 -2.90621171e-01 1.20483587e-03 0.00000000e+00 1.09431868e+00
   5   5 1.17187500e-02 1.17187500e-02 2.10980098e+00 -2.91165221e-01 8.93711927e-04 0.00000000e+00 1.09348115e+00
   6   5 1.95312500e-02 1.17187500e-02 2.10848621e+00 -2.91812248e-01 4.53508351e-04 0.00000000e+00 1.09233905e+00
   7   5 2.73437500e-02 1.17187500e-02 2.10650158e+00 -2.92605559e-01 -1.08815682e-05 0.00000000e+00 1.09061826e+00
   8   5 3.51562500e-02 1.17187500e-02 2.10409709e+00 -2.93559223e-01 -3.94221351e-04 0.00000000e+00 1.08854063e+00
   9   5 4.29687500e-02 1.17187500e-02 2.10174510e+00 -2.94524813e-01 -5.21921324e-04 0.00000000e+00 1.08651213e+00
  10   5 5.07812500e-02 1.17187500e-02 2.09967236e+00 -2.95385913e-01 -2.68541332e-04 0.00000000e+00 1.08473130e+00
  11   5 5.85937500e-02 1.17187500e-02 2.09846909e+00 -2.96085834e-01 3.22548848e-04 0.00000000e+00 1.08370193e+00
  12   5 6.64062500e-02 1.17187500e-02 2.09823526e+00 -2.96332982e-01 1.06977588e-03 0.00000000e+00 1.08351326e+00
  13   5 7.42187500e-02 1.17187500e-02 2.09907691e+00 -2.96422042e-01 1.67439170e-03 0.00000000e+00 1.08424446e+00
  14   5 8.20312500e-02 1.17187500e-02 2.09999001e+00 -2.96481369e-01 1.60088629e-03 0.00000000e+00 1.08503320e+00
  15   5 8.98437500e-02 1.17187500e-02 2.09988278e+00 -2.96954869e-01 9.91220632e-04 0.00000000e+00 1.08493838e+00
  16   5 9.76562500e-02 1.17187500e-02 2.09804636e+00 -2.98224929e-01 -4.80503773e-04 0.00000000e+00 1.08335675e+00
  17   5 1.05468750e-01 1.17187500e-02 2.09376854e+00 -3.00503114e-01 -2.57146715e-03 0.00000000e+00 1.07966203e+00
  18   5 1.13281250e-01 1.17187500e-02 2.08815026e+00 -3.03541164e-01 -4.14755864e-03 0.00000000e+00 1.07482540e+00
  19   5 1.21093750e-01 1.17187500e-02 2.08305330e+00 -3.06906850e-01 -4.75272412e-03 0.00000000e+00 1.07044997e+00
  20   5 1.28906250e-01 1.17187500e-02 2.07871764e+00 -3.10850929e-01 -4.35083805e-03 0.00000000e+00 1.06674309e+00
  21   5 1.36718750e-01 1.17187500e-02 2.07820914e+00 -3.13537810e-01 -4.06642417e-03 0.00000000e+00 1.06631036e+00
  22   5 1.44531250e-01 1.17187500e-02 2.08020319e+00 -3.16327659e-01 -3.61906992e-03 0.00000000e+00 1.06803405e+00
  23   5 1.52343750e-01 1.17187500e-02 2.08362720e+00 -3.18038215e-01 -3.17177597e-03 0.00000000e+00 1.07098498e+00
  24   5 1.60156250e-01 1.17187500e-02 2.08731391e+00 -3.19493100e-01 -2.04011691e-03 0.00000000e+00 1.07415772e+00
  25   5 1.67968750e-01 1.17187500e-02 2.08988317e+00 -3.20283989e-01 -7.64201951e-04 0.00000000e+00 1.07636951e+00
  26   5 1.75781250e-01 1.17187500e-02 2.09038137e+00 -3.20224796e-01 4.65220122e-04 0.00000000e+00 1.07680303e+00
  27   5 1.83593750e-01 1.17187500e-02 2.08921623e+00 -3.19750206e-01 1.48816059e-03 0.00000000e+00 1.07580435e+00
  28   5 1.91406250e-01 1.17187500e-02 2.08683127e+00 -3.18760007e-01 2.24686667e-03 0.00000000e+00 1.07375535e+00
  29   5 1.99218750e-01 1.17187500e-02 2.08418462e+00 -3.17641097e-01 2.36596055e-03 0.00000000e+00 1.07147964e+00
  30   5 2.07031250e-01 1.17187500e-02 2.08212369e+00 -3.16557909e-01 1.97026490e-03 0.00000000e+00 1.06970347e+00
  31   5 2.14843750e-01 1.17187500e-02 2.08112659e+00 -3.15701957e-01 1.29748217e-03 0.00000000e+00 1.06883479e+00
  32   5 2.22656250e-01 1.17187500e-02 2.08145580e+00 -3.15093312e-01 5.56558183e-04 0.00000000e+00 1.06910278e+00
  33   5 2.30468750e-01 1.17187500e-02 2.08271801e+00 -3.14706830e-01 -7.23074174e-06 0.00000000e+00 1.07016815e+00
  34   5 2.38281250e-01 1.17187500e-02 2.08469056e+00 -3.14481769e-01 -1.41617786e-04 0.00000000e+00 1.07184501e+00
  35   5 2.46093750e-01 1.17187500e-02 2.08670356e+00 -3.14252281e-01 -1.87549316e-05 0.00000000e+00 1.07356166e+00
  36   5 2.53906250e-01 1.17187500e-02 2.08846142e+00 -3.13897853e-01 2.27094867e-04 0.00000000e+00 1.07506429e+00
  37   5 2.61718750e-01 1.17187500e-02 2.08987233e+00 -3.13443131e-01 4.83909052e-04 0.00000000e+00 1.07627390e+00
  38   5 2.69531250e-01 1.17187500e-02 2.09097068e+00 -3.12966663e-01 6.41895659e-04 0.00000000e+00 1.07721714e+00
  39   5 2.77343750e-01 1.17187500e-02 2.09178777e+00 -3.12500468e-01 6.31578824e-04 0.00000000e+00 1.07792267e+00
  40   5 2.85156250e-01 1.17187500e-02 2.09224799e+00 -3.12067001e-01 4.54974715e-04 0.00000000e+00 1.07832362e+00
  41   5 2.92968750e-01 1.17187500e-02 2.09248407e+00 -3.11722635e-01 1.55073782e-04 0.00000000e+00 1.07852806e+00
  42   5 3.00781250e-01 1.17187500e-02 2.09266905e+00 -3.11473359e-01 -1.19504117e-04 0.00000000e+00 1.07868745e+00
  43   5 3.08593750e-01 1.17187500e-02 2.09289478e+00 -3.11317229e-01 -2.56723714e-04 0.00000000e+00 1.07887810e+00
  44   5 3.16406250e-01 1.17187500e-02 2.09322374e+00 -3.11179254e-01 -2.75387429e-04 0.00000000e+00 1.07915395e+00
  45   5 3.24218750e-01 1.17187500e-02 2.09357885e+00 -3.11009525e-01 -2.28303516e-04 0.00000000e+00 1.07945308e+00
  46   5 3.32031250e-01 1.17187500e-02 2.09404267e+00 -3.10800865e-01 -1.81042120e-04 0.00000000e+00 1.07984836e+00
  47   5 3.39843750e-01 1.17187500e-02 2.09465250e+00 -3.10558430e-01 -9.54741199e-05 0.00000000e+00 1.08037056e+00
  48   5 3.47656250e-01 1.17187500e-02 2.09535994e+00 -3.10306618e-01 -8.56504583e-05 0.00000000e+00 1.08097595e+00
  49   5 3.55468750e-01 1.17187500e-02 2.09618621e+00 -3.10026788e-01 -1.38786835e-04 0.00000000e+00 1.08168416e+00
  50   5 3.63281250e-01 1.17187500e-02 2.09725316e+00 -3.09680144e-01 -1.98283535e-04 0.00000000e+00 1.08260089e+00
  51   5 3.71093750e-01 1.17187500e-02 2.09852856e+00 -3.09331871e-01 -2.59633884e-04 0.00000000e+00 1.08369756e+00
  52   5 3.78906250e-01 1.17187500e-02 2.10002133e+00 -3.09031077e-01 -2.79450837e-04 0.00000000e+00 1.08498233e+00
  53   5 3.86718750e-01 1.17187500e-02 2.10176052e+00 -3.08716583e-01 -3.81915882e-04 0.00000000e+00 1.08648051e+00
  54   5 3.94531250e-01 1.17187500e-02 2.10348774e+00 -3.08442094e-01 -5.43355226e-04 0.00000000e+00 1.08797119e+00
  55   5 4.02343750e-01 1.17187500e-02 2.10486753e+00 -3.08340102e-01 -7.98773944e-04 0.00000000e+00 1.08916266e+00
  56   5 4.10156250e-01 1.17187500e-02 2.10579092e+00 -3.08339650e-01 -1.05703192e-03 0.00000000e+00 1.08996060e+00
  57   5 4.17968750e-01 1.17187500e-02 2.10602428e+00 -3.08507961e-01 -1.32429728e-03 0.00000000e+00 1.09016269e+00
  58   5 4.25781250e-01 1.17187500e-02 2.10559758e+00 -3.08697900e-01 -1.54516155e-03 0.00000000e+00 1.08979273e+00
  59   5 4.33593750e-01 1.17187500e-02 2.10439953e+00 -3.08940355e-01 -1.65855971e-03 0.00000000e+00 1.08875648e+00
  60   5 4.41406250e-01 1.17187500e-02 2.10274975e+00 -3.09129551e-01 -1.66751341e-03 0.00000000e+00 1.08733379e+00
  61   5 4.49218750e-01 1.17187500e-02 2.10140738e+00 -3.09124475e-01 -1.61278912e-03 0.00000000e+00 1.08617954e+00
  62   5 4.57031250e-01 1.17187500e-02 2.10000525e+00 -3.08973103e-01 -1.64202316e-03 0.00000000e+00 1.08497490e+00
  63   5 4.64843750e-01 1.17187500e-02 2.09908755e+00 -3.08681564e-01 -1.67508913e-03 0.00000000e+00 1.08418546e+00
  64   5 4.72656250e-01 1.17187500e-02 2.09858260e+00 -3.08334067e-01 -1.72654611e-03 0.00000000e+00 1.08374655e+00
  65   5 4.80468750e-01 1.17187500e-02 2.09859424e+00 -3.07799881e-01 -1.78549742e-03 0.00000000e+00 1.08375460e+00
  66   5 4.88281250e-01 1.17187500e-02 2.09900739e+00 -3.07290194e-01 -1.81294793e-03 0.00000000e+00 1.08411018e+00
  67   5 4.96093750e-01 1.17187500e-02 2.09971875e+00 -3.06667676e-01 -1.77301877e-03 0.00000000e+00 1.08472373e+00
  68   5 5.03906250e-01 1.17187500e-02 2.10069512e+00 -3.05966819e-01 -1.67398032e-03 0.00000000e+00 1.08556683e+00
  69   5 5.11718750e-01 1.17187500e-02 2.10185880e+00 -3.05196897e-01 -1.54541206e-03 0.00000000e+00 1.08657102e+00
  70   5 5.19531250e-01 1.17187500e-02 2.10312441e+00 -3.04373731e-01 -1.41750244e-03 0.00000000e+00 1.08766307e+00
  71   5 5.27343750e-01 1.17187500e-02 2.10437394e+00 -3.03508679e-01 -1.31315875e-03 0.00000000e+00 1.08874074e+00
  72   5 5.35156250e-01 1.17187500e-02 2.10554791e+00 -3.02605662e-01 -1.26599994e-03 0.00000000e+00 1.08975360e+00
