# Nx1 = 128
# x1-size = 1
# Nx2 = 128
# x2-size = 1
# PRIMITIVE vars at Time = 2.00025, level= 0, domain= 0
# [1]=i-zone [2]=j-zone [3]=x1 [4]=x2 [5]=d [6]=V1 [7]=V2 [8]=V3 [9]=P
   4   4 3.90625000e-03 3.90625000e-03 1.92493098e+00 -2.99995954e-01 3.63316936e-04 0.00000000e+00 9.39031334e-01
   5   4 1.17187500e-02 3.90625000e-03 1.92491729e+00 -3.00001448e-01 3.64730716e-04 0.00000000e+00 9.39020148e-01
   6   4 1.95312500e-02 3.90625000e-03 1.92490608e+00 -3.00005956e-01 3.66200537e-04 0.00000000e+00 9.39010984e-01
   7   4 2.73437500e-02 3.90625000e-03 1.92489803e+00 -3.00009533e-01 3.67602855e-04 0.00000000e+00 9.39004346e-01
   8   4 3.51562500e-02 3.90625000e-03 1.92489385e+00 -3.00012347e-01 3.68939584e-04 0.00000000e+00 9.39000881e-01
   9   4 4.29687500e-02 3.90625000e-03 1.92489373e+00 -3.00014315e-01 3.70153730e-04 0.00000000e+00 9.39000678e-01
  10   4 5.07812500e-02 3.90625000e-03 1.92489755e+00 -3.00015637e-01 3.71265831e-04 0.00000000e+00 9.39003713e-01
  11   4 5.85937500e-02 3.90625000e-03 1.92490539e+00 -3.00016290e-01 3.72252437e-04 0.00000000e+00 9.39010007e-01
  12   4 6.64062500e-02 3.90625000e-03 1.92491655e+00 -3.00016289e-01 3.73094914e-04 0.00000000e+00 9.39019014e-01
  13   4 7.42187500e-02 3.90625000e-03 1.92493058e+00 -3.00015632e-01 3.73764648e-04 0.00000000e+00 9.39030358e-01
  14   4 8.20312500e-02 3.90625000e-03 1.92494666e+00 -3.00014409e-01 3.74240709e-04 0.00000000e+00 9.39043348e-01
  15   4 8.98437500e-02 3.90625000e-03 1.92496418e+00 -3.00012753e-01 3.74505472e-04 0.00000000e+00 9.39057511e-01
  16   4 9.76562500e-02 3.90625000e-03 1.92498266e+00 -3.00010827e-01 3.74585599e-04 0.00000000e+00 9.39072442e-01
  17   4 1.05468750e-01 3.90625000e-03 1.92500155e+00 -3.00008869e-01 3.74523025e-04 0.00000000e+00 9.39087696e-01
  18   4 1.13281250e-01 3.90625000e-03 1.92502085e+00 -3.00006953e-01 3.74393595e-04 0.00000000e+00 9.39103290e-01
  19   4 1.21093750e-01 3.90625000e-03 1.92504043e+00 -3.00005155e-01 3.74258411e-04 0.00000000e+00 9.39119114e-01
  20   4 1.28906250e-01 3.90625000e-03 1.92505954e+00 -3.00003575e-01 3.74170098e-04 0.00000000e+00 9.39134564e-01
  21   4 1.36718750e-01 3.90625000e-03 1.92507712e+00 -3.00002349e-01 3.74152225e-04 0.00000000e+00 9.39148781e-01
  22   4 1.44531250e-01 3.90625000e-03 1.92509239e+00 -3.00001358e-01 3.74203142e-04 0.00000000e+00 9.39161111e-01
  23   4 1.52343750e-01 3.90625000e-03 1.92510486e+00 -3.00000231e-01 3.74303799e-04 0.00000000e+00 9.39171154e-01
  24   4 1.60156250e-01 3.90625000e-03 1.92511426e+00 -2.99999112e-01 3.74364362e-04 0.00000000e+00 9.39178689e-01
  25   4 1.67968750e-01 3.90625000e-03 1.92512084e+00 -2.99998387e-01 3.74395040e-04 0.00000000e+00 9.39183927e-01
  26   4 1.75781250e-01 3.90625000e-03 1.92512432e+00 -2.99997978e-01 3.74477662e-04 0.00000000e+00 9.39186579e-01
  27   4 1.83593750e-01 3.90625000e-03 1.92512467e+00 -2.99998662e-01 3.74522164e-04 0.00000000e+00 9.39186806e-01
  28   4 1.91406250e-01 3.90625000e-03 1.92512239e+00 -2.99999457e-01 3.74607101e-04 0.00000000e+00 9.39184818e-01
  29   4 1.99218750e-01 3.90625000e-03 1.92511660e+00 -3.00000975e-01 3.74768687e-04 0.00000000e+00 9.39179973e-01
