# Nx1 = 128
# x1-size = 1
# Nx2 = 128
# x2-size = 1
# PRIMITIVE vars at Time = 4.00179, level= 0, domain= 0
# [1]=i-zone [2]=j-zone [3]=x1 [4]=x2 [5]=d [6]=V1 [7]=V2 [8]=V3 [9]=P
   4   4 3.90625000e-03 3.90625000e-03 1.92171581e+00 -2.97510844e-01 2.42826431e-04 0.00000000e+00 9.36457644e-01
   5   4 1.17187500e-02 3.90625000e-03 1.92064977e+00 -2.97847463e-01 2.43126809e-04 0.00000000e+00 9.35592245e-01
   6   4 1.95312500e-02 3.90625000e-03 1.91960484e+00 -2.98177579e-01 2.48779282e-04 0.00000000e+00 9.34744288e-01
   7   4 2.73437500e-02 3.90625000e-03 1.91861523e+00 -2.98490436e-01 2.56993672e-04 0.00000000e+00 9.33941377e-01
   8   4 3.51562500e-02 3.90625000e-03 1.91769710e+00 -2.98782125e-01 2.65980306e-04 0.00000000e+00 9.33196880e-01
   9   4 4.29687500e-02 3.90625000e-03 1.91686208e+00 -2.99050244e-01 2.74807715e-04 0.00000000e+00 9.32519970e-01
  10   4 5.07812500e-02 3.90625000e-03 1.91611932e+00 -2.99292895e-01 2.82156112e-04 0.00000000e+00 9.31918059e-01
  11   4 5.85937500e-02 3.90625000e-03 1.91546956e+00 -2.99511693e-01 2.87123133e-04 0.00000000e+00 9.31391593e-01
  12   4 6.64062500e-02 3.90625000e-03 1.91491295e+00 -2.99709143e-01 2.89846165e-04 0.00000000e+00 9.30940653e-01
  13   4 7.42187500e-02 3.90625000e-03 1.91445189e+00 -2.99886309e-01 2.87819895e-04 0.00000000e+00 9.30567185e-01
  14   4 8.20312500e-02 3.90625000e-03 1.91409338e+00 -3.00044118e-01 2.79973038e-04 0.00000000e+00 9.30276816e-01
  15   4 8.98437500e-02 3.90625000e-03 1.91383185e+00 -3.00182008e-01 2.64982807e-04 0.00000000e+00 9.30064982e-01
  16   4 9.76562500e-02 3.90625000e-03 1.91365407e+00 -3.00314562e-01 2.43570233e-04 0.00000000e+00 9.29920960e-01
  17   4 1.05468750e-01 3.90625000e-03 1.91353811e+00 -3.00449068e-01 2.15821109e-04 0.00000000e+00 9.29827014e-01
