#x	y
1	0.367879
0.666667	0.405189
0.444444	0.433476
0.296296	0.454069
0.197531	0.468642
0.131687	0.478756
0.0877915	0.485684
0.0585277	0.490386
0.0390184	0.49356
0.0260123	0.495693
0.0173415	0.497122
0.011561	0.498079
0.00770735	0.498718
0.00513823	0.499145
0.00342549	0.49943
0.00228366	0.49962
0.00152244	0.499746
0.00101496	0.499831
0.000676639	0.499887
0.000451093	0.499925
0.000300729	0.49995
0.000200486	0.499967
0.000133657	0.499978
8.91048e-05	0.499985
5.94032e-05	0.49999
3.96021e-05	0.499993
2.64014e-05	0.499996
1.76009e-05	0.499997
1.1734e-05	0.499998
7.82264e-06	0.5
5.2151e-06	0.500003
3.47673e-06	0.500001
2.31782e-06	0.499987
1.54521e-06	0.500038
1.03014e-06	0.499876
6.86761e-07	0.49998
4.57841e-07	0.49998
3.05227e-07	0.50051
2.03485e-07	0.498722
1.35657e-07	0.4947
9.04377e-08	0.488667
6.02918e-08	0.488667
4.01945e-08	0.549751
2.67964e-08	0.61847
1.78642e-08	0.695779
1.19095e-08	0
7.93966e-09	0
5.29311e-09	0
3.52874e-09	0
2.35249e-09	0
1.56833e-09	0
1.04555e-09	0
