# Nx1 = 64
# x1-size = 1
# Nx2 = 64
# x2-size = 1
# PRIMITIVE vars at Time = 6, level= 0, domain= 0
# [1]=i-zone [2]=j-zone [3]=x1 [4]=x2 [5]=d [6]=V1 [7]=V2 [8]=V3 [9]=P
  4  4 7.81250000e-03 7.81250000e-03 1.93858329e+00 -3.11981501e-01 2.50153432e-03 0.00000000e+00 9.50105541e-01
  5  4 2.34375000e-02 7.81250000e-03 1.93941112e+00 -3.15925324e-01 2.47105862e-03 0.00000000e+00 9.50779548e-01
  6  4 3.90625000e-02 7.81250000e-03 1.94103061e+00 -3.19449270e-01 2.37556640e-03 0.00000000e+00 9.52098272e-01
  7  4 5.46875000e-02 7.81250000e-03 1.94257554e+00 -3.22922285e-01 2.25869684e-03 0.00000000e+00 9.53355604e-01
  8  4 7.03125000e-02 7.81250000e-03 1.94310126e+00 -3.26699197e-01 2.17915567e-03 0.00000000e+00 9.53782814e-01
  9  4 8.59375000e-02 7.81250000e-03 1.94276933e+00 -3.30495543e-01 2.14526154e-03 0.00000000e+00 9.53510006e-01
 10  4 1.01562500e-01 7.81250000e-03 1.94210369e+00 -3.34129865e-01 2.10631756e-03 0.00000000e+00 9.52965393e-01
 11  4 1.17187500e-01 7.81250000e-03 1.94184359e+00 -3.37177989e-01 2.06085962e-03 0.00000000e+00 9.52753219e-01
 12  4 1.32812500e-01 7.81250000e-03 1.94183127e+00 -3.39779557e-01 1.95256477e-03 0.00000000e+00 9.52745964e-01
 13  4 1.48437500e-01 7.81250000e-03 1.94225152e+00 -3.41853988e-01 1.82314070e-03 0.00000000e+00 9.53091021e-01
 14  4 1.64062500e-01 7.81250000e-03 1.94342954e+00 -3.43361173e-01 1.60615105e-03 0.00000000e+00 9.54054865e-01
 15  4 1.79687500e-01 7.81250000e-03 1.94399214e+00 -3.44815022e-01 1.41986383e-03 0.00000000e+00 9.54517151e-01
 16  4 1.95312500e-01 7.81250000e-03 1.94437441e+00 -3.45629252e-01 1.20774069e-03 0.00000000e+00 9.54838611e-01
 17  4 2.10937500e-01 7.81250000e-03 1.94608889e+00 -3.45617943e-01 1.03201714e-03 0.00000000e+00 9.56252813e-01
